date,campaign,funnel_stage,ad_set,ad,creative_id,ad_type,platform,audience,audience_type,audience_size,impressions,clicks,spend,cpc,cpm,video_views,leads,conversions,revenue
2024-01-04,Brand_Awareness,Awareness,Set_2,Ad_5,Creative_10,Image,Facebook,Retargeting_Cart_Abandoners,Retargeting,Narrow,1049,23,10.42,0.45,9.93,0,0,0,0.0
2024-01-22,Brand_Awareness,Awareness,Set_1,Ad_18,Creative_1,Video,X,Interest_In_Luxury_Travel,Interest,Medium,933,14,6.16,0.44,6.6,0,0,0,0.0
2024-01-03,Retargeting,Conversion,Set_2,Ad_14,Creative_6,Carousel,TikTok,Custom_List_Past_Purchasers,Custom_List,Broad,1009,24,16.45,0.69,16.3,0,0,0,0.0
2024-01-07,Brand_Awareness,Awareness,Set_4,Ad_15,Creative_10,Video,LinkedIn,Custom_List_Newsletter_Subscribers,Custom_List,Medium,992,31,13.68,0.44,13.79,0,0,0,0.0
2024-01-27,Video_Views,Awareness,Set_1,Ad_20,Creative_8,Carousel,LinkedIn,Broad_35-54_UK,Broad,Medium,1002,23,13.05,0.57,13.02,11,0,0,0.0
2024-01-05,Retargeting,Conversion,Set_1,Ad_6,Creative_5,Video,Instagram,Interest_In_Sustainable_Fashion,Interest,Medium,982,0,0.0,0.0,0.0,0,0,0,0.0
2024-02-07,Video_Views,Awareness,Set_3,Ad_4,Creative_1,Carousel,X,Interest_In_Sustainable_Fashion,Interest,Medium,1044,32,4.98,0.16,4.77,25,0,0,0.0
2024-01-02,Conversions,Conversion,Set_2,Ad_9,Creative_7,Image,Instagram,Interest_In_Organic_Food,Interest,Broad,970,35,15.29,0.44,15.76,0,2,3,125.22
2024-01-04,Traffic,Consideration,Set_4,Ad_7,Creative_5,Video,Facebook,Retargeting_Cart_Abandoners,Retargeting,Medium,997,19,4.85,0.26,4.86,0,0,0,0.0
2024-02-18,Conversions,Conversion,Set_2,Ad_6,Creative_5,Carousel,Instagram,Lookalike_Recent_Purchasers,Lookalike,Narrow,1003,27,4.12,0.15,4.11,0,0,1,51.18
2024-01-20,Traffic,Consideration,Set_1,Ad_19,Creative_10,Image,LinkedIn,Interest_In_Sustainable_Fashion,Interest,Broad,963,29,18.17,0.63,18.87,0,0,0,0.0
2024-01-10,Brand_Awareness,Awareness,Set_2,Ad_9,Creative_6,Video,LinkedIn,Interest_In_Sustainable_Fashion,Interest,Narrow,1024,27,8.89,0.33,8.68,0,0,0,0.0
2024-03-25,Brand_Awareness,Awareness,Set_1,Ad_6,Creative_9,Image,TikTok,Interest_In_Tech_Gadgets,Interest,Broad,992,17,10.66,0.63,10.75,0,0,0,0.0
2024-01-25,Conversions,Conversion,Set_1,Ad_17,Creative_2,Video,Instagram,Interest_In_Sustainable_Fashion,Interest,Narrow,1023,49,18.17,0.37,17.76,0,1,2,107.34
2024-01-15,Brand_Awareness,Awareness,Set_3,Ad_11,Creative_4,Image,Instagram,Custom_List_Past_Purchasers,Custom_List,Medium,998,16,6.19,0.39,6.2,0,0,0,0.0
2024-01-31,Conversions,Conversion,Set_4,Ad_7,Creative_8,Carousel,X,Interest_In_Sustainable_Fashion,Interest,Narrow,1054,22,8.54,0.39,8.1,0,0,1,55.81
2024-02-26,Brand_Awareness,Awareness,Set_1,Ad_13,Creative_5,Video,Instagram,Broad_18-34_US,Broad,Narrow,991,24,6.9,0.29,6.96,0,0,0,0.0
2024-01-19,Retargeting,Conversion,Set_1,Ad_12,Creative_9,Image,X,Broad_35-54_UK,Broad,Narrow,1027,19,15.12,0.8,14.72,0,0,1,20.62
2024-02-09,Traffic,Consideration,Set_3,Ad_10,Creative_10,Carousel,Facebook,Retargeting_Cart_Abandoners,Retargeting,Medium,994,35,16.58,0.47,16.68,0,0,0,0.0
2024-01-19,Traffic,Consideration,Set_2,Ad_2,Creative_10,Carousel,LinkedIn,Retargeting_Product_Viewers,Retargeting,Narrow,1000,20,15.84,0.79,15.84,0,0,0,0.0
2024-02-11,Conversions,Conversion,Set_3,Ad_18,Creative_6,Video,Facebook,Interest_In_Home_Fitness,Interest,Broad,1024,38,18.62,0.49,18.18,0,1,2,146.02
2024-02-15,Retargeting,Conversion,Set_1,Ad_18,Creative_10,Image,LinkedIn,Retargeting_Email_Engagers,Retargeting,Broad,1013,52,42.6,0.82,42.05,0,0,0,0.0
2024-01-04,Video_Views,Awareness,Set_1,Ad_14,Creative_10,Carousel,Instagram,Interest_In_Tech_Gadgets,Interest,Medium,956,34,7.6,0.22,7.95,13,0,1,24.89
2024-01-20,Traffic,Consideration,Set_1,Ad_10,Creative_6,Video,X,Interest_In_Sustainable_Fashion,Interest,Broad,961,9,7.13,0.79,7.42,0,0,0,0.0
2024-01-09,Brand_Awareness,Awareness,Set_2,Ad_7,Creative_7,Image,TikTok,Interest_In_Luxury_Travel,Interest,Narrow,1040,9,3.69,0.41,3.55,0,0,0,0.0
2024-01-16,Retargeting,Conversion,Set_3,Ad_13,Creative_1,Video,Facebook,Interest_In_Luxury_Travel,Interest,Narrow,976,16,8.57,0.54,8.78,0,0,0,0.0
2024-01-28,Conversions,Conversion,Set_3,Ad_8,Creative_8,Image,Instagram,Retargeting_Cart_Abandoners,Retargeting,Broad,1069,30,18.15,0.6,16.98,0,0,1,46.88
2024-03-24,Traffic,Consideration,Set_4,Ad_16,Creative_5,Carousel,Facebook,Interest_In_Home_Fitness,Interest,Medium,959,30,3.0,0.1,3.13,0,0,1,33.87
2024-06-13,Retargeting,Conversion,Set_1,Ad_14,Creative_2,Image,TikTok,Broad_18-34_US,Broad,Medium,966,33,16.41,0.5,16.99,0,0,1,12.87
2024-01-06,Traffic,Consideration,Set_1,Ad_15,Creative_1,Video,TikTok,Broad_35-54_UK,Broad,Broad,991,20,7.98,0.4,8.05,0,0,0,0.0
2024-02-28,Retargeting,Conversion,Set_4,Ad_5,Creative_1,Image,TikTok,Interest_In_Luxury_Travel,Interest,Medium,993,0,0.0,0.0,0.0,0,0,0,0.0
2024-02-24,Conversions,Conversion,Set_1,Ad_18,Creative_2,Image,LinkedIn,Interest_In_Home_Fitness,Interest,Broad,978,29,10.99,0.38,11.24,0,0,0,0.0
2024-01-15,Video_Views,Awareness,Set_1,Ad_13,Creative_6,Video,LinkedIn,Retargeting_Product_Viewers,Retargeting,Broad,1027,32,24.01,0.75,23.38,23,1,2,54.16
2024-01-29,Video_Views,Awareness,Set_4,Ad_9,Creative_10,Image,LinkedIn,Interest_In_Organic_Food,Interest,Narrow,1013,22,14.04,0.64,13.86,21,0,0,0.0
2024-01-16,Traffic,Consideration,Set_3,Ad_12,Creative_6,Video,Instagram,Lookalike_Recent_Purchasers,Lookalike,Medium,994,21,11.02,0.52,11.09,0,0,1,23.56
2024-01-07,Brand_Awareness,Awareness,Set_3,Ad_13,Creative_4,Video,Facebook,Interest_In_Luxury_Travel,Interest,Narrow,1005,21,6.0,0.29,5.97,0,0,0,0.0
2024-01-21,Video_Views,Awareness,Set_3,Ad_2,Creative_7,Image,Instagram,Retargeting_Email_Engagers,Retargeting,Medium,981,10,5.92,0.59,6.03,7,0,0,0.0
2024-02-22,Retargeting,Conversion,Set_3,Ad_10,Creative_1,Carousel,X,Retargeting_Cart_Abandoners,Retargeting,Medium,1013,21,6.78,0.32,6.69,0,0,1,26.98
2024-01-05,Video_Views,Awareness,Set_3,Ad_3,Creative_1,Carousel,X,Interest_In_Home_Fitness,Interest,Medium,1012,13,3.23,0.25,3.19,7,0,0,0.0
2024-02-13,Video_Views,Awareness,Set_3,Ad_13,Creative_1,Carousel,Instagram,Interest_In_Luxury_Travel,Interest,Broad,998,11,4.89,0.44,4.9,10,0,0,0.0
2024-05-14,Traffic,Consideration,Set_3,Ad_11,Creative_4,Image,Instagram,Retargeting_Product_Viewers,Retargeting,Broad,1038,3,0.15,0.05,0.14,0,0,0,0.0
2024-01-14,Brand_Awareness,Awareness,Set_2,Ad_5,Creative_9,Video,TikTok,Retargeting_Email_Engagers,Retargeting,Medium,984,18,11.18,0.62,11.36,0,0,0,0.0
2024-01-12,Traffic,Consideration,Set_3,Ad_7,Creative_6,Carousel,X,Retargeting_Product_Viewers,Retargeting,Broad,979,19,16.77,0.88,17.13,0,0,0,0.0
2024-01-14,Video_Views,Awareness,Set_1,Ad_20,Creative_4,Video,LinkedIn,Broad_18-34_US,Broad,Medium,968,13,12.25,0.94,12.65,3,0,0,0.0
2024-01-10,Video_Views,Awareness,Set_3,Ad_17,Creative_3,Carousel,LinkedIn,Custom_List_Past_Purchasers,Custom_List,Broad,1012,26,3.05,0.12,3.01,20,0,0,0.0
2024-01-08,Traffic,Consideration,Set_3,Ad_9,Creative_4,Video,Instagram,Retargeting_Cart_Abandoners,Retargeting,Broad,998,25,6.79,0.27,6.8,0,0,0,0.0
2024-03-27,Retargeting,Conversion,Set_4,Ad_6,Creative_8,Image,TikTok,Retargeting_Cart_Abandoners,Retargeting,Narrow,992,21,14.22,0.68,14.33,0,0,0,0.0
2024-01-03,Brand_Awareness,Awareness,Set_4,Ad_12,Creative_6,Carousel,Instagram,Custom_List_Newsletter_Subscribers,Custom_List,Medium,998,19,8.64,0.45,8.66,0,0,1,4.21
2024-01-13,Conversions,Conversion,Set_2,Ad_20,Creative_10,Video,X,Interest_In_Tech_Gadgets,Interest,Narrow,956,34,11.97,0.35,12.52,0,2,2,88.08
2024-01-17,Video_Views,Awareness,Set_3,Ad_17,Creative_7,Carousel,Instagram,Retargeting_Email_Engagers,Retargeting,Medium,1000,6,1.2,0.2,1.2,1,0,0,0.0
2024-02-02,Traffic,Consideration,Set_1,Ad_20,Creative_3,Carousel,TikTok,Custom_List_Past_Purchasers,Custom_List,Medium,966,34,1.7,0.05,1.76,0,0,1,7.76
2024-01-01,Video_Views,Awareness,Set_3,Ad_11,Creative_4,Carousel,X,Lookalike_Recent_Purchasers,Lookalike,Medium,990,42,37.96,0.9,38.34,27,0,1,26.18
2024-01-05,Video_Views,Awareness,Set_3,Ad_8,Creative_2,Carousel,Facebook,Interest_In_Organic_Food,Interest,Broad,1015,17,7.32,0.43,7.21,10,0,0,0.0
2024-01-13,Conversions,Conversion,Set_2,Ad_3,Creative_1,Carousel,X,Interest_In_Organic_Food,Interest,Medium,963,27,20.38,0.75,21.16,0,0,1,52.36
2024-02-24,Video_Views,Awareness,Set_4,Ad_15,Creative_9,Image,LinkedIn,Interest_In_Home_Fitness,Interest,Medium,1027,18,12.33,0.68,12.01,12,0,0,0.0
2024-02-06,Conversions,Conversion,Set_4,Ad_9,Creative_3,Video,Facebook,Interest_In_Organic_Food,Interest,Narrow,1023,17,5.94,0.35,5.81,0,0,0,0.0
2024-02-06,Retargeting,Conversion,Set_4,Ad_1,Creative_7,Video,Instagram,Interest_In_Tech_Gadgets,Interest,Medium,1052,19,0.95,0.05,0.9,0,0,0,0.0
2024-01-30,Retargeting,Conversion,Set_2,Ad_2,Creative_10,Video,LinkedIn,Broad_18-34_US,Broad,Broad,1045,1,0.76,0.76,0.73,0,0,0,0.0
2024-02-25,Video_Views,Awareness,Set_4,Ad_11,Creative_10,Image,Facebook,Custom_List_Newsletter_Subscribers,Custom_List,Broad,970,16,7.33,0.46,7.56,12,0,0,0.0
2024-01-21,Brand_Awareness,Awareness,Set_4,Ad_12,Creative_8,Image,Facebook,Retargeting_Email_Engagers,Retargeting,Medium,995,27,12.66,0.47,12.72,0,0,0,0.0
2024-02-27,Traffic,Consideration,Set_2,Ad_9,Creative_1,Carousel,LinkedIn,Lookalike_Recent_Purchasers,Lookalike,Medium,996,39,21.09,0.54,21.17,0,0,0,0.0
2024-01-02,Conversions,Conversion,Set_1,Ad_3,Creative_10,Image,LinkedIn,Lookalike_Top_Spenders,Lookalike,Broad,995,11,1.64,0.15,1.65,0,0,0,0.0
2024-02-08,Traffic,Consideration,Set_2,Ad_2,Creative_4,Image,TikTok,Interest_In_Home_Fitness,Interest,Medium,1048,22,17.77,0.81,16.96,0,0,0,0.0
2024-01-15,Video_Views,Awareness,Set_1,Ad_1,Creative_1,Video,Instagram,Retargeting_Email_Engagers,Retargeting,Broad,1014,27,15.93,0.59,15.71,21,0,1,25.31
2024-01-03,Brand_Awareness,Awareness,Set_1,Ad_10,Creative_3,Video,LinkedIn,Interest_In_Organic_Food,Interest,Broad,1011,20,12.65,0.63,12.51,0,0,0,0.0
2024-01-24,Video_Views,Awareness,Set_1,Ad_12,Creative_8,Image,X,Interest_In_Tech_Gadgets,Interest,Narrow,969,23,8.47,0.37,8.74,19,0,0,0.0
2024-03-08,Video_Views,Awareness,Set_2,Ad_20,Creative_6,Video,Facebook,Interest_In_Organic_Food,Interest,Broad,1052,11,5.73,0.52,5.45,4,0,0,0.0
2024-01-23,Retargeting,Conversion,Set_3,Ad_11,Creative_3,Video,LinkedIn,Retargeting_Product_Viewers,Retargeting,Medium,937,24,10.36,0.43,11.06,0,0,0,0.0
2024-01-05,Retargeting,Conversion,Set_2,Ad_7,Creative_9,Carousel,Instagram,Broad_35-54_UK,Broad,Narrow,974,16,3.12,0.2,3.2,0,0,0,0.0
2024-01-08,Video_Views,Awareness,Set_3,Ad_14,Creative_4,Image,X,Lookalike_Recent_Purchasers,Lookalike,Broad,1037,33,17.56,0.53,16.93,21,0,0,0.0
2024-01-29,Conversions,Conversion,Set_2,Ad_2,Creative_4,Image,TikTok,Interest_In_Home_Fitness,Interest,Medium,903,41,31.48,0.77,34.86,0,1,2,79.04
2024-01-12,Brand_Awareness,Awareness,Set_1,Ad_14,Creative_5,Video,Facebook,Interest_In_Luxury_Travel,Interest,Broad,992,28,10.07,0.36,10.15,0,0,0,0.0
2024-02-15,Video_Views,Awareness,Set_1,Ad_7,Creative_4,Carousel,X,Custom_List_Newsletter_Subscribers,Custom_List,Broad,1041,3,2.18,0.73,2.09,2,0,0,-0.0
2024-02-21,Conversions,Conversion,Set_1,Ad_16,Creative_4,Image,LinkedIn,Custom_List_Past_Purchasers,Custom_List,Broad,996,16,9.6,0.6,9.64,0,0,1,45.68
2024-01-06,Conversions,Conversion,Set_2,Ad_2,Creative_3,Carousel,LinkedIn,Lookalike_Recent_Purchasers,Lookalike,Broad,1006,15,12.09,0.81,12.02,0,0,1,45.85
2024-01-14,Brand_Awareness,Awareness,Set_2,Ad_3,Creative_4,Video,LinkedIn,Custom_List_Newsletter_Subscribers,Custom_List,Narrow,992,33,21.09,0.64,21.26,0,0,0,0.0
2024-01-12,Video_Views,Awareness,Set_2,Ad_8,Creative_9,Video,Facebook,Retargeting_Product_Viewers,Retargeting,Medium,997,27,17.2,0.64,17.25,18,0,0,-0.0
2024-02-28,Brand_Awareness,Awareness,Set_1,Ad_1,Creative_4,Image,TikTok,Broad_18-34_US,Broad,Narrow,1039,28,21.63,0.77,20.82,0,0,0,0.0
2024-01-02,Video_Views,Awareness,Set_2,Ad_13,Creative_3,Image,TikTok,Custom_List_Newsletter_Subscribers,Custom_List,Medium,1023,9,4.25,0.47,4.15,5,0,0,0.0
2024-02-05,Conversions,Conversion,Set_4,Ad_20,Creative_5,Video,X,Interest_In_Sustainable_Fashion,Interest,Medium,1000,27,24.4,0.9,24.4,0,0,0,0.0
2024-01-07,Conversions,Conversion,Set_1,Ad_3,Creative_6,Image,TikTok,Custom_List_Newsletter_Subscribers,Custom_List,Broad,999,30,9.28,0.31,9.29,0,0,1,82.02
2024-01-14,Conversions,Conversion,Set_4,Ad_6,Creative_10,Carousel,TikTok,Interest_In_Luxury_Travel,Interest,Narrow,984,27,14.92,0.55,15.16,0,0,1,54.51
2024-01-02,Retargeting,Conversion,Set_2,Ad_10,Creative_9,Image,Facebook,Custom_List_Newsletter_Subscribers,Custom_List,Narrow,993,25,1.27,0.05,1.28,0,0,0,0.0
2024-03-08,Conversions,Conversion,Set_2,Ad_2,Creative_6,Carousel,Instagram,Lookalike_Recent_Purchasers,Lookalike,Medium,985,23,6.38,0.28,6.48,0,0,1,43.19
2024-01-23,Video_Views,Awareness,Set_1,Ad_9,Creative_10,Image,X,Lookalike_Top_Spenders,Lookalike,Broad,1026,21,11.52,0.55,11.23,15,0,0,0.0
2024-01-14,Brand_Awareness,Awareness,Set_2,Ad_20,Creative_9,Image,X,Broad_18-34_US,Broad,Medium,914,2,1.52,0.76,1.66,0,0,0,0.0
2024-02-02,Retargeting,Conversion,Set_2,Ad_20,Creative_2,Carousel,X,Interest_In_Sustainable_Fashion,Interest,Broad,993,25,15.73,0.63,15.84,0,0,0,-0.0
2024-01-04,Brand_Awareness,Awareness,Set_4,Ad_16,Creative_3,Carousel,Instagram,Interest_In_Sustainable_Fashion,Interest,Narrow,986,22,12.01,0.55,12.18,0,0,0,0.0
2024-06-11,Retargeting,Conversion,Set_4,Ad_11,Creative_1,Carousel,Instagram,Broad_18-34_US,Broad,Medium,1037,26,11.29,0.43,10.89,0,0,1,32.61
2024-03-07,Traffic,Consideration,Set_3,Ad_19,Creative_10,Carousel,LinkedIn,Interest_In_Luxury_Travel,Interest,Broad,1019,32,21.53,0.67,21.13,0,0,1,20.76
2024-01-16,Traffic,Consideration,Set_2,Ad_18,Creative_6,Carousel,X,Retargeting_Product_Viewers,Retargeting,Medium,932,27,20.88,0.77,22.4,0,0,0,0.0
2024-01-01,Traffic,Consideration,Set_1,Ad_3,Creative_6,Carousel,Facebook,Custom_List_Newsletter_Subscribers,Custom_List,Narrow,1040,31,3.5,0.11,3.37,0,0,0,0.0
2024-02-18,Conversions,Conversion,Set_3,Ad_10,Creative_10,Video,TikTok,Broad_35-54_UK,Broad,Medium,1065,36,20.48,0.57,19.23,0,0,1,37.69
2024-01-07,Traffic,Consideration,Set_1,Ad_15,Creative_9,Image,X,Lookalike_Top_Spenders,Lookalike,Medium,954,25,11.79,0.47,12.36,0,0,0,0.0
2024-03-12,Retargeting,Conversion,Set_1,Ad_7,Creative_8,Carousel,Instagram,Interest_In_Home_Fitness,Interest,Narrow,1034,21,11.93,0.57,11.54,0,0,0,0.0
2024-01-13,Retargeting,Conversion,Set_3,Ad_20,Creative_5,Video,TikTok,Lookalike_Top_Spenders,Lookalike,Narrow,975,28,20.9,0.75,21.44,0,0,0,0.0
2024-02-02,Video_Views,Awareness,Set_2,Ad_19,Creative_1,Image,Facebook,Lookalike_Top_Spenders,Lookalike,Narrow,1014,12,3.46,0.29,3.41,10,0,0,0.0
2024-01-15,Conversions,Conversion,Set_1,Ad_2,Creative_9,Image,Instagram,Custom_List_Newsletter_Subscribers,Custom_List,Medium,982,28,13.31,0.48,13.55,0,0,0,0.0
2024-03-23,Brand_Awareness,Awareness,Set_1,Ad_5,Creative_6,Carousel,TikTok,Retargeting_Cart_Abandoners,Retargeting,Narrow,1023,1,0.73,0.73,0.71,0,0,0,0.0
2024-01-31,Retargeting,Conversion,Set_3,Ad_12,Creative_8,Image,Facebook,Interest_In_Home_Fitness,Interest,Medium,1038,8,4.13,0.52,3.98,0,0,0,0.0
2024-01-16,Brand_Awareness,Awareness,Set_1,Ad_16,Creative_4,Carousel,TikTok,Interest_In_Luxury_Travel,Interest,Broad,1019,5,3.41,0.68,3.35,0,0,0,0.0
2024-01-12,Traffic,Consideration,Set_1,Ad_6,Creative_7,Video,Instagram,Interest_In_Tech_Gadgets,Interest,Narrow,1022,1,0.47,0.47,0.46,0,0,0,0.0
2024-03-11,Retargeting,Conversion,Set_4,Ad_18,Creative_3,Image,TikTok,Retargeting_Email_Engagers,Retargeting,Narrow,1005,4,1.83,0.46,1.82,0,0,0,0.0
2024-01-16,Retargeting,Conversion,Set_3,Ad_14,Creative_5,Image,Instagram,Lookalike_Recent_Purchasers,Lookalike,Narrow,968,16,7.38,0.46,7.62,0,0,0,0.0
2024-01-06,Conversions,Conversion,Set_3,Ad_18,Creative_7,Video,Instagram,Custom_List_Newsletter_Subscribers,Custom_List,Broad,944,20,7.46,0.37,7.9,0,0,0,0.0
2024-02-17,Conversions,Conversion,Set_4,Ad_6,Creative_6,Carousel,Facebook,Retargeting_Email_Engagers,Retargeting,Narrow,1001,30,17.5,0.58,17.48,0,0,1,59.23
2024-01-06,Video_Views,Awareness,Set_1,Ad_19,Creative_5,Image,TikTok,Interest_In_Organic_Food,Interest,Medium,1044,1,0.35,0.35,0.34,0,0,0,0.0
2024-01-05,Retargeting,Conversion,Set_3,Ad_7,Creative_9,Video,LinkedIn,Interest_In_Luxury_Travel,Interest,Narrow,975,21,11.88,0.57,12.18,0,0,0,0.0
2024-01-09,Traffic,Consideration,Set_3,Ad_14,Creative_9,Video,X,Broad_18-34_US,Broad,Broad,1075,27,15.16,0.56,14.1,0,0,0,0.0
2024-01-16,Retargeting,Conversion,Set_3,Ad_16,Creative_6,Video,LinkedIn,Interest_In_Luxury_Travel,Interest,Broad,963,24,6.36,0.26,6.6,0,0,1,41.24
2024-01-26,Retargeting,Conversion,Set_4,Ad_1,Creative_6,Video,X,Lookalike_Recent_Purchasers,Lookalike,Broad,991,9,3.28,0.36,3.31,0,0,0,0.0
2024-03-21,Brand_Awareness,Awareness,Set_4,Ad_15,Creative_5,Video,TikTok,Custom_List_Past_Purchasers,Custom_List,Broad,1024,15,7.26,0.48,7.09,0,0,0,0.0
2024-01-04,Conversions,Conversion,Set_1,Ad_4,Creative_6,Image,X,Retargeting_Email_Engagers,Retargeting,Broad,1000,33,7.98,0.24,7.98,0,0,1,69.06
2024-01-28,Video_Views,Awareness,Set_2,Ad_11,Creative_5,Image,LinkedIn,Retargeting_Product_Viewers,Retargeting,Medium,989,27,14.58,0.54,14.74,24,0,0,0.0
2024-01-21,Traffic,Consideration,Set_4,Ad_9,Creative_6,Carousel,LinkedIn,Retargeting_Email_Engagers,Retargeting,Medium,1017,19,11.98,0.63,11.78,0,0,0,0.0
2024-01-23,Brand_Awareness,Awareness,Set_1,Ad_10,Creative_7,Carousel,LinkedIn,Interest_In_Luxury_Travel,Interest,Narrow,1019,30,20.88,0.7,20.49,0,0,0,0.0
2024-01-08,Traffic,Consideration,Set_2,Ad_17,Creative_2,Video,X,Lookalike_Top_Spenders,Lookalike,Broad,993,13,6.4,0.49,6.45,0,0,0,0.0
2024-02-16,Retargeting,Conversion,Set_2,Ad_15,Creative_3,Carousel,X,Lookalike_Top_Spenders,Lookalike,Broad,1009,20,5.97,0.3,5.92,0,0,1,23.42
2024-01-23,Brand_Awareness,Awareness,Set_2,Ad_6,Creative_4,Image,X,Interest_In_Home_Fitness,Interest,Narrow,1067,18,11.35,0.63,10.64,0,0,0,0.0
2024-02-22,Video_Views,Awareness,Set_1,Ad_6,Creative_5,Carousel,TikTok,Broad_35-54_UK,Broad,Broad,991,22,7.76,0.35,7.83,12,0,1,16.37
2024-01-29,Conversions,Conversion,Set_4,Ad_5,Creative_2,Video,LinkedIn,Interest_In_Luxury_Travel,Interest,Narrow,1061,35,14.47,0.41,13.64,0,0,1,61.1
2024-02-15,Conversions,Conversion,Set_4,Ad_9,Creative_2,Carousel,TikTok,Broad_35-54_UK,Broad,Medium,1007,27,11.69,0.43,11.61,0,0,1,39.77
2024-02-23,Conversions,Conversion,Set_1,Ad_5,Creative_9,Video,TikTok,Interest_In_Tech_Gadgets,Interest,Medium,973,21,1.22,0.06,1.25,0,0,0,0.0
2024-01-17,Video_Views,Awareness,Set_2,Ad_18,Creative_6,Image,X,Interest_In_Sustainable_Fashion,Interest,Broad,1005,26,17.38,0.67,17.29,22,0,0,0.0
2024-01-19,Video_Views,Awareness,Set_3,Ad_19,Creative_10,Carousel,TikTok,Custom_List_Newsletter_Subscribers,Custom_List,Broad,985,30,16.83,0.56,17.09,23,0,0,0.0
2024-01-17,Brand_Awareness,Awareness,Set_4,Ad_19,Creative_10,Carousel,X,Interest_In_Sustainable_Fashion,Interest,Medium,977,31,22.0,0.71,22.52,0,0,1,17.33
2024-01-02,Conversions,Conversion,Set_2,Ad_5,Creative_6,Carousel,TikTok,Custom_List_Past_Purchasers,Custom_List,Medium,1004,10,7.73,0.77,7.7,0,0,0,0.0
2024-01-14,Brand_Awareness,Awareness,Set_2,Ad_1,Creative_9,Image,TikTok,Custom_List_Past_Purchasers,Custom_List,Narrow,1007,8,6.91,0.86,6.86,0,0,0,0.0
2024-01-07,Brand_Awareness,Awareness,Set_4,Ad_10,Creative_2,Image,TikTok,Retargeting_Cart_Abandoners,Retargeting,Narrow,1005,13,3.76,0.29,3.74,0,0,0,0.0
2024-02-15,Brand_Awareness,Awareness,Set_3,Ad_20,Creative_1,Video,LinkedIn,Interest_In_Sustainable_Fashion,Interest,Narrow,941,5,2.77,0.55,2.94,0,0,0,0.0
2024-01-01,Video_Views,Awareness,Set_1,Ad_2,Creative_6,Video,X,Custom_List_Newsletter_Subscribers,Custom_List,Narrow,969,7,2.25,0.32,2.32,7,0,0,0.0
2024-05-04,Video_Views,Awareness,Set_4,Ad_4,Creative_5,Carousel,TikTok,Custom_List_Newsletter_Subscribers,Custom_List,Medium,1023,23,17.27,0.75,16.88,15,0,0,0.0
2024-01-17,Brand_Awareness,Awareness,Set_1,Ad_12,Creative_4,Carousel,TikTok,Retargeting_Cart_Abandoners,Retargeting,Medium,1019,15,6.8,0.45,6.67,0,0,0,0.0
2024-01-03,Conversions,Conversion,Set_3,Ad_12,Creative_2,Image,TikTok,Custom_List_Past_Purchasers,Custom_List,Medium,1020,18,13.85,0.77,13.58,0,0,0,0.0
2024-02-17,Brand_Awareness,Awareness,Set_3,Ad_6,Creative_2,Video,Facebook,Custom_List_Newsletter_Subscribers,Custom_List,Broad,995,18,6.97,0.39,7.01,0,0,0,0.0
2024-01-19,Video_Views,Awareness,Set_2,Ad_18,Creative_1,Carousel,LinkedIn,Interest_In_Tech_Gadgets,Interest,Medium,987,10,1.06,0.11,1.07,6,0,0,0.0
2024-01-31,Retargeting,Conversion,Set_4,Ad_6,Creative_6,Carousel,X,Interest_In_Tech_Gadgets,Interest,Narrow,1010,14,3.66,0.26,3.62,0,0,0,0.0
2024-02-17,Conversions,Conversion,Set_1,Ad_11,Creative_4,Carousel,Facebook,Retargeting_Email_Engagers,Retargeting,Narrow,1001,24,1.36,0.06,1.36,0,0,1,36.6
2024-01-06,Retargeting,Conversion,Set_3,Ad_15,Creative_7,Carousel,LinkedIn,Lookalike_Top_Spenders,Lookalike,Medium,962,14,7.7,0.55,8.0,0,0,0,0.0
2024-01-30,Brand_Awareness,Awareness,Set_4,Ad_3,Creative_4,Image,LinkedIn,Retargeting_Email_Engagers,Retargeting,Medium,1018,12,10.99,0.92,10.8,0,0,0,0.0
2024-01-14,Conversions,Conversion,Set_1,Ad_6,Creative_7,Image,TikTok,Interest_In_Organic_Food,Interest,Broad,1021,30,10.91,0.36,10.69,0,0,0,0.0
2024-01-21,Video_Views,Awareness,Set_3,Ad_12,Creative_3,Carousel,TikTok,Broad_35-54_UK,Broad,Medium,1046,22,14.41,0.66,13.78,19,0,1,14.4
2024-02-23,Retargeting,Conversion,Set_4,Ad_2,Creative_3,Image,LinkedIn,Retargeting_Email_Engagers,Retargeting,Broad,989,19,8.2,0.43,8.29,0,0,1,4.77
2024-03-23,Retargeting,Conversion,Set_1,Ad_12,Creative_5,Carousel,LinkedIn,Retargeting_Email_Engagers,Retargeting,Broad,952,10,7.17,0.72,7.53,0,0,0,0.0
2024-02-22,Video_Views,Awareness,Set_1,Ad_14,Creative_3,Carousel,Facebook,Broad_35-54_UK,Broad,Broad,1032,12,6.52,0.54,6.32,9,0,0,-0.0
2024-01-15,Retargeting,Conversion,Set_4,Ad_4,Creative_4,Carousel,Facebook,Lookalike_Top_Spenders,Lookalike,Narrow,986,40,30.56,0.76,30.99,0,2,3,31.56
2024-03-14,Conversions,Conversion,Set_1,Ad_5,Creative_10,Video,Facebook,Retargeting_Email_Engagers,Retargeting,Medium,1023,27,7.28,0.27,7.12,0,0,0,0.0
